Year,Jan,Feb,March,April,May,June,July,August,September,October,November,December,Annual,Station_Number,Type_data
2013,-12.4,-6.9,-8.8,4.9,13.7,19.4,19.5,18.3,11.1,4.3,2.4,-4.5,5.1,27485,Av_Temp
2014,-10.7,-9.2,-0.3,4.3,15.9,16.5,18.3,18.8,11.3,0.8,-3.7,-6.1,4.7,27485,Av_Temp
2015,-9.2,-5.7,-1.9,4.2,15.3,19.5,17.2,15.4,14.3,2.2,-1.5,-3.3,5.5,27485,Av_Temp
2016,-12.3,-2.7,-2.2,6.8,14.5,17.2,21.1,21.8,10.5,3.2,-5.3,-10.7,5.2,27485,Av_Temp
2017,-13.4,-7.2,-0.7,4.3,10.0,14.7,18.5,18.0,11.2,3.8,-0.9,-3.9,4.5,27485,Av_Temp
2018,-9.0,-12.4,-8.7,4.3,13.5,15.8,20.8,18.5,12.6,5.1,-2.9,-8.5,4.1,27485,Av_Temp
2019,-10.0,-6.5,-1.3,5.2,15.1,17.8,16.8,14.8,9.8,6.9,-2.5,-3.6,5.2,27485,Av_Temp
2020,-3.2,-3.2,2.4,3.5,12.3,15.7,20.7,16.2,12.0,6.5,-2.5,-10.8,5.8,27485,Av_Temp
2021,-10.3,-16.4,-4.5,5.9,16.4,21.0,20.9,20.3,8.7,5.7,-0.4,-9.7,4.8,27485,Av_Temp
2022,-9.8,-3.2,-5.2,5.0,9.2,17.4,20.2,21.0,10.5,6.1,-2.9,-8.4,5.0,27485,Av_Temp
2023,-11.1,-8.4,0.6,8.9,14.7,15.1,19.8,18.8,14.1,4.9,-0.7,-9.6,5.6,27485,Av_Temp
2024,-13.3,-9.9,-0.3,10.3,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27485,Av_Temp
1936,32,18,15,27,37,15,63,15,71,84,62,21,459,27485,Sum_Precip
1937,9,24,20,2,86,47,84,57,29,18,19,41,435,27485,Sum_Precip
1938,30,29,42,60,56,66,0.1,30,12,101,39,9,475,27485,Sum_Precip
1939,33,24,26,76,41,29,46,27,61,76,23,18,480,27485,Sum_Precip
1940,7,11,15,31,15,65,46,14,57,6,25,23,313,27485,Sum_Precip
1941,12,7,11,57,60,90,32,72,50,57,18,17,481,27485,Sum_Precip
1942,15,8,5,8,39,66,89,25,38,60,7,11,371,27485,Sum_Precip
1943,6,8,11,72,79,36,80,107,15,20,19,27,478,27485,Sum_Precip
1944,22,7,28,25,50,77,66,98,23,24,10,-999,-999,27485,Sum_Precip
1945,8,4,8,50,52,64,92,62,53,42,8,16,459,27485,Sum_Precip
1946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27485,Sum_Precip
1947,-999,25,25,31,37,49,48,64,12,104,41,16,-999,27485,Sum_Precip
1948,11,11,7,10,14,78,90,78,74,86,32,18,507,27485,Sum_Precip
1949,8,9,3,24,27,58,38,51,16,58,8,15,315,27485,Sum_Precip
1950,8,10,8,4,32,34,123,87,84,20,31,10,452,27485,Sum_Precip
1951,10,5,26,70,75,16,92,51,55,18,16,36,469,27485,Sum_Precip
1952,20,5,31,13,37,72,92,94,73,60,27,28,552,27485,Sum_Precip
1953,19,11,5,48,93,52,49,81,74,45,37,26,539,27485,Sum_Precip
1954,25,10,8,58,44,33,157,17,67,55,20,22,515,27485,Sum_Precip
1955,74,76,22,19,78,43,46,44,22,51,43,55,570,27485,Sum_Precip
1956,33,17,12,23,59,28,86,59,47,79,58,34,534,27485,Sum_Precip
1957,29,34,31,31,34,57,32,90,46,38,16,45,482,27485,Sum_Precip
1958,45,53,8,9,70,76,60,88,63,23,30,54,577,27485,Sum_Precip
1959,35,18,11,31,65,51,35,49,61,46,5,18,424,27485,Sum_Precip
1960,32,32,20,7,12,42,31,57,49,22,10,36,349,27485,Sum_Precip
1961,18,24,50,43,22,15,128,73,46,5,22,24,469,27485,Sum_Precip
1962,29,9,28,19,36,106,137,76,26,32,38,53,589,27485,Sum_Precip
1963,22,42,15,30,21,93,90,24,71,80,65,23,577,27485,Sum_Precip
1964,39,16,11,15,60,39,87,80,65,35,47,54,549,27485,Sum_Precip
1965,40,30,10,31,108,63,56,89,85,49,46,44,652,27485,Sum_Precip
1966,10,12,27,45,31,66,125,84,77,69,40,28,612,27485,Sum_Precip
1967,44,17,12,46,41,32,114,30,70,40,21,17,482,27485,Sum_Precip
1968,31,41,33,22,23,43,91,53,36,43,10,33,460,27485,Sum_Precip
1969,7,8,12,18,41,62,72,38,49,47,35,31,419,27485,Sum_Precip
1970,44,33,27,74,48,64,77,73,54,92,58,24,667,27485,Sum_Precip
1971,67,9,12,58,45,61,68,49,28,79,83,32,589,27485,Sum_Precip
1972,12,9,25,20,38,60,18,0.3,74,90,-999,-999,-999,27485,Sum_Precip
1973,21,32,13,7,20,58,112,34,74,93,39,29,534,27485,Sum_Precip
1974,13,10,30,80,84,30,162,27,13,30,21,38,537,27485,Sum_Precip
1975,15,7,31,36,14,35,50,41,20,31,15,43,339,27485,Sum_Precip
1976,38,13,5,16,50,76,97,128,29,10,32,22,515,27485,Sum_Precip
1977,7,33,33,17,33,152,81,41,66,66,73,39,640,27485,Sum_Precip
1978,19,41,27,6,99,93,114,62,94,113,41,32,740,27485,Sum_Precip
1979,61,22,15,50,10,35,88,41,87,41,53,59,561,27485,Sum_Precip
1980,29,18,15,27,60,51,154,127,84,22,83,61,730,27485,Sum_Precip
1981,48,42,37,41,15,44,54,51,73,27,28,48,507,27485,Sum_Precip
1982,58,11,26,79,55,103,52,38,52,41,71,36,623,27485,Sum_Precip
1983,46,40,34,41,38,104,51,50,33,46,93,26,600,27485,Sum_Precip
1984,31,0.2,7,19,14,106,82,90,45,77,59,26,558,27485,Sum_Precip
1985,64,38,11,45,35,77,97,43,58,36,54,80,637,27485,Sum_Precip
1986,47,21,26,33,26,77,39,43,70,27,35,33,476,27485,Sum_Precip
1987,23,22,6,37,44,9,52,65,64,0.0,18,42,382,27485,Sum_Precip
1988,15,21,34,27,27,50,61,102,91,25,29,48,530,27485,Sum_Precip
1989,37,26,48,17,72,12,101,51,13,128,42,50,596,27485,Sum_Precip
1990,26,42,49,38,41,43,77,100,43,81,43,16,598,27485,Sum_Precip
1991,18,31,19,42,41,41,74,72,70,61,18,32,520,27485,Sum_Precip
1992,45,23,24,63,48,58,60,25,13,114,67,10,550,27485,Sum_Precip
1993,38,26,17,45,29,90,83,51,111,53,4,45,591,27485,Sum_Precip
1994,34,11,34,13,55,55,86,97,36,45,55,18,540,27485,Sum_Precip
1995,29,45,34,9,42,26,55,40,32,55,88,25,480,27485,Sum_Precip
1996,15,16,10,12,23,104,73,12,43,16,44,28,395,27485,Sum_Precip
1997,36,34,35,56,65,118,8,94,69,95,33,31,674,27485,Sum_Precip
1998,18,30,41,33,41,25,79,55,58,47,36,39,499,27485,Sum_Precip
1999,48,41,12,9,40,14,36,113,53,21,37,37,458,27485,Sum_Precip
2000,38,38,28,17,46,158,29,110,45,16,24,38,586,27485,Sum_Precip
2001,55,43,46,8,81,63,11,65,44,98,50,46,609,27485,Sum_Precip
2002,39,52,45,10,23,17,33,31,92,79,71,31,523,27485,Sum_Precip
2003,44,10,14,11,30,132,97,87,38,43,25,54,585,27485,Sum_Precip
2004,55,21,36,34,19,103,60,53,59,44,36,39,559,27485,Sum_Precip
2005,40,32,65,44,20,96,53,44,19,26,32,57,528,27485,Sum_Precip
2006,23,24,52,23,58,31,99,90,76,66,63,55,661,27485,Sum_Precip
2007,71,29,26,66,36,42,160,42,72,46,50,29,669,27485,Sum_Precip
2008,45,39,40,12,69,94,69,100,45,48,56,20,638,27485,Sum_Precip
2009,59,8,19,18,39,35,51,31,15,54,36,34,397,27485,Sum_Precip
2010,39,9,18,6,21,34,6,83,71,58,56,91,491,27485,Sum_Precip
2011,40,15,45,30,26,112,116,5,98,44,50,94,676,27485,Sum_Precip
2012,24,10,39,44,31,71,114,98,49,97,43,52,669,27485,Sum_Precip
2013,28,11,71,24,49,44,109,73,110,56,40,44,657,27485,Sum_Precip
2014,34,31,20,19,21,57,39,77,24,103,18,61,504,27485,Sum_Precip
2015,43,41,6,49,51,30,124,64,35,43,56,45,586,27485,Sum_Precip
2016,74,44,30,49,11,38,45,51,81,19,74,51,567,27485,Sum_Precip
2017,30,48,39,50,31,62,208,33,53,59,49,61,722,27485,Sum_Precip
2018,37,22,26,47,29,53,64,27,52,67,26,29,477,27485,Sum_Precip
2019,53,49,47,19,31,48,150,93,25,98,39,57,708,27485,Sum_Precip
2020,47,54,28,89,96,78,98,119,25,40,25,14,713,27485,Sum_Precip
2021,57,49,28,40,54,41,36,72,42,16,89,39,561,27485,Sum_Precip
2022,62,51,16,68,54,79,105,36,110,57,57,77,770,27485,Sum_Precip
2023,19,27,67,27,43,26,71,13,7,89,70,79,539,27485,Sum_Precip
2024,56,34,19,86,-999,-999,-999,-999,-999,-999,-999,-999,-999,27485,Sum_Precip
1951,-14.1,-16.0,-5.6,9.0,8.9,17.7,17.9,19.2,11.5,1.4,-8.6,-4.8,3.0,27491,Av_Temp
1952,-9.6,-12.2,-9.4,0.2,10.0,18.1,20.1,15.3,12.1,2.3,-4.1,-11.1,2.6,27491,Av_Temp
1953,-14.0,-20.3,-5.0,5.6,10.7,18.0,19.2,18.2,8.5,2.0,-7.0,-9.9,2.2,27491,Av_Temp
1954,-19.9,-21.6,-8.1,3.2,12.3,17.9,21.1,16.5,11.3,5.0,-4.8,-10.1,1.9,27491,Av_Temp
1955,-9.5,-10.4,-7.9,1.0,11.3,15.3,15.6,15.3,11.1,6.7,-5.6,-21.9,1.8,27491,Av_Temp
1956,-15.7,-21.6,-6.8,2.7,11.5,19.7,15.0,14.9,6.6,3.2,-10.1,-7.4,1.0,27491,Av_Temp
1957,-12.6,-6.7,-12.1,2.3,15.9,16.5,18.4,17.8,14.3,3.1,-6.1,-5.7,3.8,27491,Av_Temp
1958,-9.0,-11.0,-10.1,1.7,10.8,15.2,17.4,16.9,6.4,4.0,-3.8,-12.9,2.1,27491,Av_Temp
1959,-8.0,-11.2,-6.2,2.6,11.1,16.4,20.0,15.4,7.7,-0.2,-7.1,-11.1,2.5,27491,Av_Temp
1960,-14.0,-12.0,-9.2,3.7,9.6,18.3,20.5,15.6,9.6,0.0,-9.1,-3.6,2.5,27491,Av_Temp
1961,-10.1,-8.2,-3.8,0.7,11.0,19.0,19.5,16.4,7.8,5.1,-7.0,-11.2,3.3,27491,Av_Temp
1962,-8.4,-8.7,-5.7,5.3,15.0,12.7,18.3,13.7,10.2,3.1,-1.0,-10.1,3.7,27491,Av_Temp
1963,-19.6,-13.1,-15.3,1.0,13.9,15.4,18.5,15.6,12.7,4.5,-1.8,-11.8,1.7,27491,Av_Temp
1964,-13.1,-12.1,-11.4,0.9,11.2,16.1,19.4,15.9,10.1,3.1,-4.4,-6.5,2.4,27491,Av_Temp
1965,-15.6,-15.3,-4.9,-1.8,9.3,16.0,16.9,13.9,11.8,1.6,-7.8,-4.5,1.6,27491,Av_Temp
1966,-14.6,-17.7,-4.1,5.9,13.3,15.9,19.2,17.3,9.3,2.0,-3.1,-17.2,2.2,27491,Av_Temp
1967,-17.8,-15.6,-4.2,5.8,14.2,16.1,17.7,19.0,9.5,6.0,-1.2,-11.0,3.2,27491,Av_Temp
1968,-18.4,-12.4,-4.4,1.7,11.7,16.5,15.9,16.6,9.2,0.6,-4.5,-13.6,1.6,27491,Av_Temp
1969,-12.4,-20.5,-10.9,4.6,6.7,12.8,17.1,15.3,11.2,1.4,-2.6,-13.7,0.8,27491,Av_Temp
1970,-14.9,-11.3,-6.0,3.9,11.4,15.6,19.6,16.0,10.7,4.0,-6.2,-13.4,2.5,27491,Av_Temp
1971,-5.8,-14.8,-9.1,1.3,9.9,15.2,19.2,15.0,11.4,0.9,-1.1,-9.4,2.7,27491,Av_Temp
1972,-21.1,-11.9,-8.0,4.4,11.1,16.4,21.1,21.4,8.2,4.0,-4.7,-3.8,3.1,27491,Av_Temp
1973,-15.3,-9.9,-5.6,7.5,12.6,18.4,15.8,15.4,6.1,1.1,-4.2,-7.9,2.8,27491,Av_Temp
1974,-15.6,-7.9,-2.3,1.7,10.7,16.5,20.5,15.4,12.2,6.8,-2.1,-7.2,4.1,27491,Av_Temp
1975,-6.5,-13.2,-1.7,8.9,14.0,16.8,19.1,15.0,13.1,1.0,-5.1,-7.9,4.5,27491,Av_Temp
1976,-13.4,-18.3,-9.2,3.8,10.8,15.3,16.0,15.2,8.5,-3.0,-5.8,-9.9,0.8,27491,Av_Temp
1977,-15.6,-13.1,-3.6,5.3,14.2,17.8,19.0,15.3,9.2,0.5,-1.1,-11.4,3.0,27491,Av_Temp
1978,-7.5,-13.1,-1.8,2.2,8.9,14.1,16.1,14.1,9.4,2.0,-2.7,-19.0,1.9,27491,Av_Temp
1979,-14.6,-12.6,-4.0,-2.2,15.4,12.8,18.4,16.8,10.3,1.3,-3.6,-7.3,2.6,27491,Av_Temp
1980,-12.9,-11.6,-9.4,4.4,10.8,16.6,16.3,12.1,9.6,2.7,-4.8,-6.1,2.3,27491,Av_Temp
1981,-5.9,-9.4,-8.7,0.5,11.3,19.4,22.0,19.6,9.8,6.7,-2.2,-6.8,4.7,27491,Av_Temp
1982,-13.6,-13.0,-6.7,3.2,11.1,12.6,18.7,15.6,11.5,1.8,-0.9,-3.5,3.1,27491,Av_Temp
1983,-5.8,-10.8,-7.1,8.3,11.6,13.9,18.8,14.9,10.1,4.3,-3.7,-5.0,4.1,27491,Av_Temp
1984,-7.4,-14.5,-5.6,2.8,14.7,16.4,19.2,14.1,10.6,2.7,-6.2,-15.8,2.6,27491,Av_Temp
1985,-11.6,-16.5,-7.4,1.9,10.3,14.6,17.0,18.5,9.8,2.3,-4.8,-9.9,2.0,27491,Av_Temp
1986,-10.3,-17.1,-4.1,6.5,9.4,17.0,16.2,14.7,7.7,2.7,-4.6,-12.5,2.1,27491,Av_Temp
1987,-21.5,-8.4,-7.9,0.5,13.9,19.6,16.8,14.9,8.9,1.0,-10.5,-11.8,1.3,27491,Av_Temp
1988,-13.0,-9.8,-4.3,3.3,11.9,19.4,22.6,17.4,9.3,3.7,-9.0,-11.3,3.4,27491,Av_Temp
1989,-9.2,-6.8,-4.2,2.5,11.8,20.5,19.8,15.4,10.4,3.7,-3.7,-8.5,4.3,27491,Av_Temp
1990,-11.2,-3.5,-1.5,5.6,8.6,15.1,18.2,15.6,9.0,2.0,-4.6,-6.4,3.9,27491,Av_Temp
1991,-11.5,-10.3,-5.9,6.6,14.2,19.5,17.9,14.3,9.5,6.6,-1.8,-10.0,4.1,27491,Av_Temp
1992,-10.1,-11.4,-3.2,4.0,10.3,15.0,16.6,15.6,13.5,1.5,-4.1,-6.5,3.4,27491,Av_Temp
1993,-7.3,-11.0,-6.5,3.9,12.7,15.8,18.5,15.0,6.2,2.6,-10.7,-7.8,2.6,27491,Av_Temp
1994,-7.2,-17.5,-6.3,3.6,9.6,15.0,15.9,14.3,12.1,3.9,-5.4,-10.4,2.3,27491,Av_Temp
1995,-9.5,-4.0,-2.5,8.6,14.3,19.7,18.4,16.4,13.0,5.0,-5.3,-13.8,5.0,27491,Av_Temp
1996,-14.5,-13.8,-7.3,1.2,13.0,16.8,18.7,15.6,8.8,3.0,1.1,-11.4,2.6,27491,Av_Temp
1997,-16.0,-9.9,-4.3,3.8,10.4,18.4,17.3,15.4,9.5,3.3,-5.3,-11.6,2.6,27491,Av_Temp
1998,-10.1,-16.5,-3.9,-2.0,12.7,20.1,19.5,15.5,9.7,4.2,-10.0,-7.3,2.7,27491,Av_Temp
1999,-10.8,-9.1,-7.3,5.9,7.3,18.8,20.3,15.1,9.9,6.1,-9.4,-5.8,3.4,27491,Av_Temp
2000,-8.8,-6.6,-4.2,7.3,8.7,17.5,21.1,15.9,9.2,4.1,-5.8,-10.9,4.0,27491,Av_Temp
2001,-6.4,-10.6,-3.7,7.2,11.8,15.7,20.1,14.9,11.4,2.7,-2.2,-13.3,4.0,27491,Av_Temp
2002,-8.0,-3.0,-1.0,2.7,9.2,15.8,21.1,13.3,10.8,2.3,-3.0,-18.0,3.5,27491,Av_Temp
2003,-11.0,-13.5,-6.1,4.4,12.8,12.8,19.7,18.1,10.8,5.3,-1.1,-4.2,4.0,27491,Av_Temp
2004,-9.8,-11.6,-1.2,0.9,12.7,16.1,20.3,17.2,11.5,3.8,-2.9,-8.0,4.1,27491,Av_Temp
2005,-7.5,-13.3,-9.7,4.2,15.5,15.1,17.7,16.6,11.9,4.6,0.1,-6.5,4.1,27491,Av_Temp
2006,-16.6,-15.8,-5.8,4.0,12.1,19.1,16.7,16.5,11.8,3.1,-4.3,-3.1,3.1,27491,Av_Temp
2007,-4.6,-16.4,-1.5,5.0,14.0,14.6,18.9,20.1,11.0,5.4,-5.1,-9.8,4.3,27491,Av_Temp
2008,-11.9,-6.0,-0.7,6.5,10.6,15.3,19.1,17.3,8.5,7.2,1.0,-5.3,5.1,27491,Av_Temp
2009,-10.8,-10.0,-4.4,2.0,12.8,18.0,18.0,15.9,13.0,4.9,-1.7,-11.5,3.9,27491,Av_Temp
2010,-19.3,-15.1,-4.6,5.9,16.1,18.6,23.8,19.8,11.5,2.7,-0.3,-12.1,3.9,27491,Av_Temp
2011,-12.8,-19.2,-6.3,3.4,12.9,16.4,21.1,16.7,11.4,5.5,-5.0,-5.7,3.2,27491,Av_Temp
2012,-11.9,-17.4,-6.1,7.3,13.8,17.6,19.8,17.3,11.1,6.0,-0.8,-14.9,3.5,27491,Av_Temp
2013,-13.6,-7.9,-10.2,3.9,12.7,18.8,19.1,17.7,10.9,3.8,2.2,-5.2,4.4,27491,Av_Temp
2014,-11.6,-10.7,-1.5,3.2,15.1,15.8,17.2,18.2,10.6,0.2,-4.2,-7.0,3.8,27491,Av_Temp
2015,-10.1,-6.6,-3.3,3.5,14.7,18.9,16.6,14.6,13.5,1.8,-2.3,-4.0,4.8,27491,Av_Temp
2016,-13.1,-3.3,-3.2,5.9,13.8,16.6,20.3,20.9,10.1,2.7,-6.4,-11.7,4.4,27491,Av_Temp
2017,-14.1,-8.3,-1.4,3.0,9.1,14.0,17.7,17.3,10.6,3.1,-1.0,-4.5,3.8,27491,Av_Temp
2018,-9.6,-13.6,-10.5,3.0,12.4,14.7,20.2,17.2,11.7,4.6,-3.3,-9.2,3.1,27491,Av_Temp
2019,-10.4,-7.4,-2.0,3.9,14.2,16.7,16.3,14.1,8.9,6.2,-3.1,-4.3,4.4,27491,Av_Temp
2020,-3.8,-3.8,1.7,2.8,11.9,15.0,20.0,15.4,11.1,5.7,-3.4,-11.7,5.1,27491,Av_Temp
2021,-11.1,-17.7,-5.7,4.8,15.8,20.1,19.8,19.4,8.1,5.1,-1.0,-10.3,3.9,27491,Av_Temp
2022,-10.3,-4.0,-7.0,3.8,8.6,16.3,19.7,19.9,9.7,5.5,-3.6,-9.4,4.1,27491,Av_Temp
2023,-11.5,-9.1,-0.4,7.4,13.9,14.3,19.2,17.6,13.1,4.4,-1.4,-11.0,4.7,27491,Av_Temp
2024,-13.8,-11.0,-1.4,9.2,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27491,Av_Temp
1959,-999,-999,-999,-999,-999,-999,32,47,45,49,14,15,-999,27491,Sum_Precip
1960,25,31,18,9,5,51,49,-999,59,21,7,25,-999,27491,Sum_Precip
1961,19,17,49,48,38,9,84,63,41,13,16,21,419,27491,Sum_Precip
1962,33,15,40,18,25,65,116,57,38,33,24,30,493,27491,Sum_Precip
1963,15,24,14,19,7,48,47,29,68,71,38,19,398,27491,Sum_Precip
1964,26,10,12,14,22,24,92,46,35,-999,32,41,-999,27491,Sum_Precip
1965,33,21,6,42,126,79,74,69,63,27,16,27,583,27491,Sum_Precip
1966,-999,1,13,23,20,62,48,88,61,49,24,11,-999,27491,Sum_Precip
1967,15,15,8,35,19,30,14,34,62,41,18,20,310,27491,Sum_Precip
1968,25,19,24,32,35,69,64,34,-999,40,28,18,-999,27491,Sum_Precip
1969,0.9,4,20,15,51,44,47,85,33,57,36,26,418,27491,Sum_Precip
1970,36,18,23,65,42,26,32,64,46,59,43,6,459,27491,Sum_Precip
1971,30,4,9,40,52,47,73,47,36,64,63,29,493,27491,Sum_Precip
1972,11,6,10,25,15,46,11,2,76,79,48,14,342,27491,Sum_Precip
1973,14,11,8,2,19,13,101,36,93,72,37,29,433,27491,Sum_Precip
1974,8,15,24,51,70,70,23,42,14,38,32,11,399,27491,Sum_Precip
1975,24,11,24,39,25,19,30,43,28,34,13,32,323,27491,Sum_Precip
1976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27491,Sum_Precip
1977,5,16,23,21,82,77,68,34,63,64,60,27,541,27491,Sum_Precip
1978,18,21,15,3,89,92,122,64,52,93,-999,23,-999,27491,Sum_Precip
1979,40,21,9,47,5,52,87,46,75,21,35,44,482,27491,Sum_Precip
1980,18,19,14,18,62,38,84,120,59,18,50,30,530,27491,Sum_Precip
1981,31,23,25,38,27,29,4,33,103,35,20,29,396,27491,Sum_Precip
1982,38,8,14,76,42,137,54,35,40,39,43,24,551,27491,Sum_Precip
1983,31,34,26,34,27,104,113,56,53,53,62,14,607,27491,Sum_Precip
1984,16,0.2,7,17,11,146,85,58,50,64,34,8,495,27491,Sum_Precip
1985,40,26,10,34,28,79,103,47,50,26,33,42,519,27491,Sum_Precip
1986,40,9,13,28,41,78,80,62,79,41,41,30,542,27491,Sum_Precip
1987,18,22,5,40,26,18,64,53,55,0.6,14,26,341,27491,Sum_Precip
1988,10,17,21,24,19,23,19,75,104,23,17,37,389,27491,Sum_Precip
1989,23,17,43,26,74,25,128,84,10,87,39,36,591,27491,Sum_Precip
1990,24,27,42,32,58,51,98,93,45,75,44,15,604,27491,Sum_Precip
1991,13,16,20,43,35,96,29,54,72,61,16,22,476,27491,Sum_Precip
1992,35,23,29,43,47,21,43,25,10,100,55,6,439,27491,Sum_Precip
1993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27491,Sum_Precip
1994,25,7,26,16,76,50,120,79,24,41,63,19,545,27491,Sum_Precip
1995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27491,Sum_Precip
1996,10,15,12,8,24,110,63,19,40,27,33,17,376,27491,Sum_Precip
1997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27491,Sum_Precip
1998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27491,Sum_Precip
1999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27491,Sum_Precip
2000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27491,Sum_Precip
2001,63,48,48,8,77,96,1,85,54,78,49,42,649,27491,Sum_Precip
2002,35,34,42,13,19,26,28,41,104,63,88,24,517,27491,Sum_Precip
2003,26,7,14,10,29,111,43,100,35,45,26,35,479,27491,Sum_Precip
2004,34,14,30,65,29,-999,-999,-999,-999,-999,-999,-999,-999,27491,Sum_Precip
2005,-999,33,63,54,30,93,137,19,28,24,16,34,-999,27491,Sum_Precip
2006,14,23,68,43,34,41,115,55,75,53,56,45,621,27491,Sum_Precip
2007,71,36,28,81,52,27,133,38,77,40,41,25,651,27491,Sum_Precip
2008,30,27,27,9,70,94,138,88,36,48,57,14,637,27491,Sum_Precip
2009,59,4,14,28,42,26,66,57,11,44,24,32,408,27491,Sum_Precip
2010,38,10,19,2,18,41,2,59,67,47,50,66,417,27491,Sum_Precip
2011,29,16,44,26,31,87,131,6,44,56,40,54,564,27491,Sum_Precip
2012,17,8,30,35,33,50,65,101,82,100,39,64,623,27491,Sum_Precip
2013,28,9,123,34,40,28,85,84,85,55,57,36,664,27491,Sum_Precip
2014,30,36,25,25,21,97,25,90,19,120,18,53,559,27491,Sum_Precip
2015,27,27,5,67,57,88,123,100,35,41,60,38,666,27491,Sum_Precip
2016,73,31,27,60,14,33,80,74,106,27,61,49,633,27491,Sum_Precip
2017,33,50,34,70,55,80,206,26,49,46,33,44,725,27491,Sum_Precip
2018,36,15,27,41,19,67,105,48,42,62,34,26,523,27491,Sum_Precip
2019,40,46,47,24,25,43,78,116,19,88,36,39,602,27491,Sum_Precip
2020,40,44,36,87,43,59,89,116,29,28,18,12,600,27491,Sum_Precip
2021,57,57,26,47,51,24,59,63,46,19,75,38,560,27491,Sum_Precip
2022,60,50,12,59,58,29,82,19,92,79,69,78,685,27491,Sum_Precip
2023,20,23,60,24,36,13,72,30,9,75,60,68,490,27491,Sum_Precip
2024,61,29,30,48,-999,-999,-999,-999,-999,-999,-999,-999,-999,27491,Sum_Precip
1951,-14.0,-15.6,-4.2,9.7,9.5,17.9,18.2,19.9,12.3,1.8,-8.0,-4.6,3.6,27581,Av_Temp
1952,-9.2,-10.9,-9.3,1.3,10.6,18.2,19.6,16.1,12.6,3.1,-3.3,-10.4,3.2,27581,Av_Temp
1953,-13.2,-18.7,-4.9,6.0,11.1,18.3,18.8,18.8,9.1,2.6,-6.2,-9.1,2.7,27581,Av_Temp
1954,-18.4,-19.1,-7.3,3.4,13.2,18.8,21.3,17.5,11.7,5.1,-2.0,-8.2,3.0,27581,Av_Temp
1955,-8.9,-9.3,-6.9,0.8,11.1,15.8,16.2,16.4,12.3,7.3,-5.0,-20.0,2.5,27581,Av_Temp
1956,-14.6,-20.4,-5.7,3.8,11.8,20.6,15.0,15.7,7.1,3.1,-9.6,-6.9,1.7,27581,Av_Temp
1957,-11.6,-5.6,-9.7,3.5,16.6,16.9,18.7,18.1,14.8,3.5,-5.3,-5.4,4.5,27581,Av_Temp
1958,-8.9,-10.4,-7.8,3.5,12.0,15.1,18.2,17.3,7.1,4.4,-3.0,-11.2,3.0,27581,Av_Temp
1959,-8.0,-10.8,-4.5,4.5,11.8,16.9,20.6,16.4,8.0,0.5,-6.7,-11.5,3.1,27581,Av_Temp
1960,-12.2,-10.6,-6.9,4.4,10.5,18.0,21.6,16.3,10.0,1.0,-8.4,-3.3,3.4,27581,Av_Temp
1961,-9.6,-7.0,-3.5,1.3,11.4,19.5,19.7,16.5,8.6,5.5,-6.3,-10.3,3.8,27581,Av_Temp
1962,-7.8,-8.1,-4.5,6.4,15.0,12.9,18.0,14.2,10.8,3.9,-0.4,-9.4,4.3,27581,Av_Temp
1963,-19.2,-12.0,-13.0,2.3,15.1,14.4,18.3,16.6,13.8,5.0,-1.7,-11.4,2.4,27581,Av_Temp
1964,-12.0,-12.6,-8.7,1.6,11.5,16.7,19.9,16.6,11.0,3.5,-4.1,-5.8,3.1,27581,Av_Temp
1965,-14.2,-13.8,-4.5,1.0,9.9,16.6,17.3,15.1,13.3,2.1,-6.8,-4.3,2.6,27581,Av_Temp
1966,-13.4,-15.4,-2.7,6.7,14.3,16.6,19.6,18.1,9.8,2.6,-2.6,-16.5,3.1,27581,Av_Temp
1967,-17.1,-14.6,-3.2,6.2,15.1,16.4,17.8,19.3,10.1,6.3,-0.9,-10.4,3.8,27581,Av_Temp
1968,-18.1,-11.5,-3.4,2.7,12.5,17.2,16.4,17.3,10.0,0.8,-4.0,-12.7,2.3,27581,Av_Temp
1969,-20.8,-17.8,-9.1,4.1,8.2,13.9,17.5,16.2,11.7,1.6,-2.2,-12.7,0.9,27581,Av_Temp
1970,-13.8,-9.2,-5.2,4.4,11.8,15.8,20.1,16.4,10.7,3.8,-5.0,-13.2,3.1,27581,Av_Temp
1971,-5.9,-14.0,-8.1,2.1,10.9,16.0,20.3,16.2,12.6,1.6,-0.3,-8.7,3.6,27581,Av_Temp
1972,-20.9,-10.9,-6.4,5.3,12.0,17.3,21.8,22.3,9.2,4.4,-3.7,-3.3,3.9,27581,Av_Temp
